tileset,local_id,category,mc_block,Y-rule,pz_name,tsx_tile_id
floors_interior_tilesandwood_01,3,ground,block.minecraft.red_glazed_terracotta,ground,floors_interior_tilesandwood_01_3,4186
floors_interior_tilesandwood_01,4,ground,block.minecraft.deepslate_tiles,ground,floors_interior_tilesandwood_01_4,4189
floors_interior_tilesandwood_01,5,ground,block.minecraft.chiseled_quartz_block,ground,floors_interior_tilesandwood_01_5,4200
floors_interior_tilesandwood_01,6,ground,block.minecraft.mud_bricks,ground,floors_interior_tilesandwood_01_6,4204
floors_interior_tilesandwood_01,7,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_7,4205
floors_interior_tilesandwood_01,8,ground,block.minecraft.waxed_weathered_cut_copper,ground,floors_interior_tilesandwood_01_8,4209
floors_interior_tilesandwood_01,9,ground,block.minecraft.yellow_glazed_terracotta,ground,floors_interior_tilesandwood_01_9,4211
floors_interior_tilesandwood_01,10,ground,block.minecraft.waxed_exposed_cut_copper,ground,floors_interior_tilesandwood_01_10,4169
floors_interior_tilesandwood_01,11,ground,block.minecraft.quartz_bricks,ground,floors_interior_tilesandwood_01_11,4170
floors_interior_tilesandwood_01,12,ground,block.minecraft.quartz_bricks,ground,floors_interior_tilesandwood_01_12,4171
floors_interior_tilesandwood_01,13,ground,block.minecraft.mud_bricks,ground,floors_interior_tilesandwood_01_13,4172
floors_interior_tilesandwood_01,14,ground,block.minecraft.tuff,ground,floors_interior_tilesandwood_01_14,4173
floors_interior_tilesandwood_01,16,ground,block.minecraft.sandstone,ground,floors_interior_tilesandwood_01_16,4174
floors_interior_tilesandwood_01,17,ground,block.minecraft.sandstone,ground,floors_interior_tilesandwood_01_17,4175
floors_interior_tilesandwood_01,18,ground,block.minecraft.polished_deepslate,ground,floors_interior_tilesandwood_01_18,4176
floors_interior_tilesandwood_01,19,ground,block.minecraft.sandstone,ground,floors_interior_tilesandwood_01_19,4177
floors_interior_tilesandwood_01,20,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_20,4179
floors_interior_tilesandwood_01,21,ground,block.minecraft.green_glazed_terracotta,ground,floors_interior_tilesandwood_01_21,4180
floors_interior_tilesandwood_01,22,ground,block.minecraft.blue_glazed_terracotta,ground,floors_interior_tilesandwood_01_22,4181
floors_interior_tilesandwood_01,23,ground,block.minecraft.white_glazed_terracotta,ground,floors_interior_tilesandwood_01_23,4182
floors_interior_tilesandwood_01,24,ground,block.minecraft.gray_concrete,ground,floors_interior_tilesandwood_01_24,4183
floors_interior_tilesandwood_01,28,ground,block.minecraft.polished_andesite,ground,floors_interior_tilesandwood_01_28,4184
floors_interior_tilesandwood_01,29,ground,block.minecraft.polished_deepslate,ground,floors_interior_tilesandwood_01_29,4185
floors_interior_tilesandwood_01,30,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_30,4187
floors_interior_tilesandwood_01,31,ground,block.minecraft.brown_glazed_terracotta,ground,floors_interior_tilesandwood_01_31,4188
floors_interior_tilesandwood_01,40,ground,block.minecraft.oak_planks,ground,floors_interior_tilesandwood_01_40,4190
floors_interior_tilesandwood_01,41,ground,block.minecraft.oak_planks,ground,floors_interior_tilesandwood_01_41,4191
floors_interior_tilesandwood_01,42,ground,block.minecraft.birch_planks,ground,floors_interior_tilesandwood_01_42,4192
floors_interior_tilesandwood_01,43,ground,block.minecraft.jungle_planks,ground,floors_interior_tilesandwood_01_43,4193
floors_interior_tilesandwood_01,44,ground,block.minecraft.jungle_planks,ground,floors_interior_tilesandwood_01_44,4194
floors_interior_tilesandwood_01,45,ground,block.minecraft.acacia_planks,ground,floors_interior_tilesandwood_01_45,4195
floors_interior_tilesandwood_01,46,ground,block.minecraft.spruce_planks,ground,floors_interior_tilesandwood_01_46,4196
floors_interior_tilesandwood_01,47,ground,block.minecraft.spruce_planks,ground,floors_interior_tilesandwood_01_47,4197
floors_interior_tilesandwood_01,48,ground,block.minecraft.mangrove_planks,ground,floors_interior_tilesandwood_01_48,4198
floors_interior_tilesandwood_01,49,ground,block.minecraft.bamboo_planks,ground,floors_interior_tilesandwood_01_49,4199
floors_interior_tilesandwood_01,50,ground,block.minecraft.waxed_exposed_cut_copper,ground,floors_interior_tilesandwood_01_50,4201
floors_interior_tilesandwood_01,51,ground,block.minecraft.waxed_exposed_cut_copper,ground,floors_interior_tilesandwood_01_51,4202
floors_interior_tilesandwood_01,52,ground,block.minecraft.spruce_planks,ground,floors_interior_tilesandwood_01_52,4203
floors_interior_tilesandwood_01,73,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_73,4206
floors_interior_tilesandwood_01,75,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_75,4207
floors_interior_tilesandwood_01,76,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_76,4208
floors_interior_tilesandwood_01,84,ground,block.minecraft.black_glazed_terracotta,ground,floors_interior_tilesandwood_01_84,4210
floors_rugs_01,0,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_0,4212
floors_rugs_01,1,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_1,4213
floors_rugs_01,2,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_2,4256
floors_rugs_01,3,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_3,4267
floors_rugs_01,4,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_4,4278
floors_rugs_01,5,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_5,4289
floors_rugs_01,6,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_6,4300
floors_rugs_01,7,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_7,4311
floors_rugs_01,8,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_8,4322
floors_rugs_01,9,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_9,4332
floors_rugs_01,10,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_10,4214
floors_rugs_01,11,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_11,4223
floors_rugs_01,12,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_12,4232
floors_rugs_01,13,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_13,4243
floors_rugs_01,14,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_14,4250
floors_rugs_01,15,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_15,4251
floors_rugs_01,16,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_16,4252
floors_rugs_01,17,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_17,4253
floors_rugs_01,18,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_18,4254
floors_rugs_01,19,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_19,4255
floors_rugs_01,20,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_20,4257
floors_rugs_01,21,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_21,4258
floors_rugs_01,22,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_22,4259
floors_rugs_01,23,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_23,4260
floors_rugs_01,24,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_24,4261
floors_rugs_01,25,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_25,4262
floors_rugs_01,26,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_26,4263
floors_rugs_01,27,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_27,4264
floors_rugs_01,28,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_28,4265
floors_rugs_01,29,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_29,4266
floors_rugs_01,30,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_30,4268
floors_rugs_01,31,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_31,4269
floors_rugs_01,32,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_32,4270
floors_rugs_01,33,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_33,4271
floors_rugs_01,34,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_34,4272
floors_rugs_01,35,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_35,4273
floors_rugs_01,36,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_36,4274
floors_rugs_01,37,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_37,4275
floors_rugs_01,38,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_38,4276
floors_rugs_01,39,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_39,4277
floors_rugs_01,40,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_40,4279
floors_rugs_01,41,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_41,4280
floors_rugs_01,42,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_42,4281
floors_rugs_01,43,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_43,4282
floors_rugs_01,44,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_44,4283
floors_rugs_01,45,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_45,4284
floors_rugs_01,46,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_46,4285
floors_rugs_01,47,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_47,4286
floors_rugs_01,48,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_48,4287
floors_rugs_01,49,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_49,4288
floors_rugs_01,50,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_50,4290
floors_rugs_01,51,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_51,4291
floors_rugs_01,52,overlay,block.minecraft.magenta_carpet,above_ground,floors_rugs_01_52,4292
floors_rugs_01,53,overlay,block.minecraft.magenta_carpet,above_ground,floors_rugs_01_53,4293
floors_rugs_01,54,overlay,block.minecraft.magenta_carpet,above_ground,floors_rugs_01_54,4294
floors_rugs_01,55,overlay,block.minecraft.magenta_carpet,above_ground,floors_rugs_01_55,4295
floors_rugs_01,56,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_56,4296
floors_rugs_01,57,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_57,4297
floors_rugs_01,58,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_58,4298
floors_rugs_01,59,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_59,4299
floors_rugs_01,60,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_60,4301
floors_rugs_01,61,overlay,block.minecraft.purple_carpet,above_ground,floors_rugs_01_61,4302
floors_rugs_01,62,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_62,4303
floors_rugs_01,63,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_63,4304
floors_rugs_01,64,overlay,block.minecraft.lime_carpet,above_ground,floors_rugs_01_64,4305
floors_rugs_01,65,overlay,block.minecraft.yellow_carpet,above_ground,floors_rugs_01_65,4306
floors_rugs_01,66,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_66,4307
floors_rugs_01,67,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_67,4308
floors_rugs_01,68,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_68,4309
floors_rugs_01,69,overlay,block.minecraft.yellow_carpet,above_ground,floors_rugs_01_69,4310
floors_rugs_01,70,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_70,4312
floors_rugs_01,71,overlay,block.minecraft.lime_carpet,above_ground,floors_rugs_01_71,4313
floors_rugs_01,72,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_72,4314
floors_rugs_01,73,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_73,4315
floors_rugs_01,74,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_74,4316
floors_rugs_01,75,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_75,4317
floors_rugs_01,76,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_76,4318
floors_rugs_01,77,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_77,4319
floors_rugs_01,78,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_78,4320
floors_rugs_01,79,overlay,block.minecraft.black_carpet,above_ground,floors_rugs_01_79,4321
floors_rugs_01,80,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_80,4323
floors_rugs_01,81,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_81,4324
floors_rugs_01,82,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_82,4325
floors_rugs_01,83,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_83,4326
floors_rugs_01,84,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_84,4327
floors_rugs_01,85,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_85,4328
floors_rugs_01,87,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_87,4329
floors_rugs_01,88,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_88,4330
floors_rugs_01,89,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_89,4331
floors_rugs_01,90,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_90,4333
floors_rugs_01,91,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_91,4334
floors_rugs_01,92,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_92,4335
floors_rugs_01,93,overlay,block.minecraft.cyan_carpet,above_ground,floors_rugs_01_93,4336
floors_rugs_01,96,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_96,4337
floors_rugs_01,97,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_97,4338
floors_rugs_01,98,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_98,4339
floors_rugs_01,99,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_99,4340
floors_rugs_01,100,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_100,4215
floors_rugs_01,101,overlay,block.minecraft.red_carpet,above_ground,floors_rugs_01_101,4216
floors_rugs_01,104,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_104,4217
floors_rugs_01,105,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_105,4218
floors_rugs_01,106,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_106,4219
floors_rugs_01,107,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_107,4220
floors_rugs_01,108,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_108,4221
floors_rugs_01,109,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_109,4222
floors_rugs_01,112,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_112,4224
floors_rugs_01,113,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_113,4225
floors_rugs_01,114,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_114,4226
floors_rugs_01,115,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_115,4227
floors_rugs_01,116,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_116,4228
floors_rugs_01,117,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_117,4229
floors_rugs_01,118,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_118,4230
floors_rugs_01,119,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_119,4231
floors_rugs_01,120,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_120,4233
floors_rugs_01,121,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_121,4234
floors_rugs_01,122,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_122,4235
floors_rugs_01,123,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_123,4236
floors_rugs_01,124,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_124,4237
floors_rugs_01,125,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_125,4238
floors_rugs_01,126,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_126,4239
floors_rugs_01,127,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_127,4240
floors_rugs_01,128,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_128,4241
floors_rugs_01,129,overlay,block.minecraft.gray_carpet,above_ground,floors_rugs_01_129,4242
floors_rugs_01,130,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_130,4244
floors_rugs_01,131,overlay,block.minecraft.brown_carpet,above_ground,floors_rugs_01_131,4245
floors_rugs_01,132,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_132,4246
floors_rugs_01,133,overlay,block.minecraft.blue_carpet,above_ground,floors_rugs_01_133,4247
floors_rugs_01,134,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_134,4248
floors_rugs_01,135,overlay,block.minecraft.orange_carpet,above_ground,floors_rugs_01_135,4249
floors_rugs_02,0,overlay,,,floors_rugs_02_0,4341
floors_rugs_02,1,overlay,,,floors_rugs_02_1,4342
floors_rugs_02,2,overlay,,,floors_rugs_02_2,4343
floors_rugs_02,3,overlay,,,floors_rugs_02_3,4344
floors_rugs_02,4,overlay,,,floors_rugs_02_4,4345
floors_rugs_02,5,overlay,,,floors_rugs_02_5,4346
floors_rugs_02,6,overlay,,,floors_rugs_02_6,4347
floors_rugs_02,7,overlay,,,floors_rugs_02_7,4348
furniture_bedding_01,0,ignore,,,furniture_bedding_01_0,4349
furniture_bedding_01,1,ignore,,,furniture_bedding_01_1,4350
furniture_bedding_01,2,ignore,,,furniture_bedding_01_2,4361
furniture_bedding_01,3,ignore,,,furniture_bedding_01_3,4372
furniture_bedding_01,4,ignore,,,furniture_bedding_01_4,4383
furniture_bedding_01,5,ignore,,,furniture_bedding_01_5,4394
furniture_bedding_01,6,ignore,,,furniture_bedding_01_6,4405
furniture_bedding_01,7,ignore,,,furniture_bedding_01_7,4416
furniture_bedding_01,8,ignore,,,furniture_bedding_01_8,4427
furniture_bedding_01,9,ignore,,,furniture_bedding_01_9,4438
furniture_bedding_01,10,ignore,,,furniture_bedding_01_10,4351
furniture_bedding_01,11,ignore,,,furniture_bedding_01_11,4352
furniture_bedding_01,12,ignore,,,furniture_bedding_01_12,4353
furniture_bedding_01,13,ignore,,,furniture_bedding_01_13,4354
furniture_bedding_01,14,ignore,,,furniture_bedding_01_14,4355
furniture_bedding_01,15,ignore,,,furniture_bedding_01_15,4356
furniture_bedding_01,16,ignore,,,furniture_bedding_01_16,4357
furniture_bedding_01,17,ignore,,,furniture_bedding_01_17,4358
furniture_bedding_01,18,ignore,,,furniture_bedding_01_18,4359
furniture_bedding_01,19,ignore,,,furniture_bedding_01_19,4360
furniture_bedding_01,20,ignore,,,furniture_bedding_01_20,4362
furniture_bedding_01,21,ignore,,,furniture_bedding_01_21,4363
furniture_bedding_01,22,ignore,,,furniture_bedding_01_22,4364
furniture_bedding_01,23,ignore,,,furniture_bedding_01_23,4365
furniture_bedding_01,24,ignore,,,furniture_bedding_01_24,4366
furniture_bedding_01,25,ignore,,,furniture_bedding_01_25,4367
furniture_bedding_01,26,ignore,,,furniture_bedding_01_26,4368
furniture_bedding_01,27,ignore,,,furniture_bedding_01_27,4369
furniture_bedding_01,28,ignore,,,furniture_bedding_01_28,4370
furniture_bedding_01,29,ignore,,,furniture_bedding_01_29,4371
furniture_bedding_01,30,ignore,,,furniture_bedding_01_30,4373
furniture_bedding_01,31,ignore,,,furniture_bedding_01_31,4374
furniture_bedding_01,32,ignore,,,furniture_bedding_01_32,4375
furniture_bedding_01,33,ignore,,,furniture_bedding_01_33,4376
furniture_bedding_01,34,ignore,,,furniture_bedding_01_34,4377
furniture_bedding_01,35,ignore,,,furniture_bedding_01_35,4378
furniture_bedding_01,36,ignore,,,furniture_bedding_01_36,4379
furniture_bedding_01,37,ignore,,,furniture_bedding_01_37,4380
furniture_bedding_01,38,ignore,,,furniture_bedding_01_38,4381
furniture_bedding_01,39,ignore,,,furniture_bedding_01_39,4382
furniture_bedding_01,40,ignore,,,furniture_bedding_01_40,4384
furniture_bedding_01,41,ignore,,,furniture_bedding_01_41,4385
furniture_bedding_01,42,ignore,,,furniture_bedding_01_42,4386
furniture_bedding_01,43,ignore,,,furniture_bedding_01_43,4387
furniture_bedding_01,44,ignore,,,furniture_bedding_01_44,4388
furniture_bedding_01,45,ignore,,,furniture_bedding_01_45,4389
furniture_bedding_01,46,ignore,,,furniture_bedding_01_46,4390
furniture_bedding_01,47,ignore,,,furniture_bedding_01_47,4391
furniture_bedding_01,48,ignore,,,furniture_bedding_01_48,4392
furniture_bedding_01,49,ignore,,,furniture_bedding_01_49,4393
furniture_bedding_01,50,ignore,,,furniture_bedding_01_50,4395
furniture_bedding_01,51,ignore,,,furniture_bedding_01_51,4396
furniture_bedding_01,52,ignore,,,furniture_bedding_01_52,4397
furniture_bedding_01,53,ignore,,,furniture_bedding_01_53,4398
furniture_bedding_01,54,ignore,,,furniture_bedding_01_54,4399
furniture_bedding_01,55,ignore,,,furniture_bedding_01_55,4400
furniture_bedding_01,56,ignore,,,furniture_bedding_01_56,4401
furniture_bedding_01,57,ignore,,,furniture_bedding_01_57,4402
furniture_bedding_01,58,ignore,,,furniture_bedding_01_58,4403
furniture_bedding_01,59,ignore,,,furniture_bedding_01_59,4404
furniture_bedding_01,60,ignore,,,furniture_bedding_01_60,4406
furniture_bedding_01,61,ignore,,,furniture_bedding_01_61,4407
furniture_bedding_01,62,ignore,,,furniture_bedding_01_62,4408
furniture_bedding_01,63,ignore,,,furniture_bedding_01_63,4409
furniture_bedding_01,64,ignore,,,furniture_bedding_01_64,4410
furniture_bedding_01,65,ignore,,,furniture_bedding_01_65,4411
furniture_bedding_01,66,ignore,,,furniture_bedding_01_66,4412
furniture_bedding_01,67,ignore,,,furniture_bedding_01_67,4413
furniture_bedding_01,68,ignore,,,furniture_bedding_01_68,4414
furniture_bedding_01,69,ignore,,,furniture_bedding_01_69,4415
furniture_bedding_01,70,ignore,,,furniture_bedding_01_70,4417
furniture_bedding_01,71,ignore,,,furniture_bedding_01_71,4418
furniture_bedding_01,72,ignore,,,furniture_bedding_01_72,4419
furniture_bedding_01,73,ignore,,,furniture_bedding_01_73,4420
furniture_bedding_01,74,ignore,,,furniture_bedding_01_74,4421
furniture_bedding_01,75,ignore,,,furniture_bedding_01_75,4422
furniture_bedding_01,76,ignore,,,furniture_bedding_01_76,4423
furniture_bedding_01,77,ignore,,,furniture_bedding_01_77,4424
furniture_bedding_01,78,ignore,,,furniture_bedding_01_78,4425
furniture_bedding_01,79,ignore,,,furniture_bedding_01_79,4426
furniture_bedding_01,80,ignore,,,furniture_bedding_01_80,4428
furniture_bedding_01,81,ignore,,,furniture_bedding_01_81,4429
furniture_bedding_01,82,ignore,,,furniture_bedding_01_82,4430
furniture_bedding_01,83,ignore,,,furniture_bedding_01_83,4431
furniture_bedding_01,84,ignore,,,furniture_bedding_01_84,4432
furniture_bedding_01,85,ignore,,,furniture_bedding_01_85,4433
furniture_bedding_01,86,ignore,,,furniture_bedding_01_86,4434
furniture_bedding_01,87,ignore,,,furniture_bedding_01_87,4435
furniture_bedding_01,88,ignore,,,furniture_bedding_01_88,4436
furniture_bedding_01,89,ignore,,,furniture_bedding_01_89,4437
furniture_bedding_01,90,ignore,,,furniture_bedding_01_90,4439
furniture_bedding_01,91,ignore,,,furniture_bedding_01_91,4440
furniture_bedding_01,92,ignore,,,furniture_bedding_01_92,4441
furniture_bedding_01,93,ignore,,,furniture_bedding_01_93,4442
furniture_bedding_01,94,ignore,,,furniture_bedding_01_94,4443
furniture_bedding_01,95,ignore,,,furniture_bedding_01_95,4444
furniture_seating_indoor_01,0,ignore,,,furniture_seating_indoor_01_0,4445
furniture_seating_indoor_01,1,ignore,,,furniture_seating_indoor_01_1,4446
furniture_seating_indoor_01,2,ignore,,,furniture_seating_indoor_01_2,4457
furniture_seating_indoor_01,3,ignore,,,furniture_seating_indoor_01_3,4468
furniture_seating_indoor_01,4,ignore,,,furniture_seating_indoor_01_4,4479
furniture_seating_indoor_01,5,ignore,,,furniture_seating_indoor_01_5,4490
furniture_seating_indoor_01,6,ignore,,,furniture_seating_indoor_01_6,4501
furniture_seating_indoor_01,7,ignore,,,furniture_seating_indoor_01_7,4506
furniture_seating_indoor_01,8,ignore,,,furniture_seating_indoor_01_8,4507
furniture_seating_indoor_01,9,ignore,,,furniture_seating_indoor_01_9,4508
furniture_seating_indoor_01,10,ignore,,,furniture_seating_indoor_01_10,4447
furniture_seating_indoor_01,11,ignore,,,furniture_seating_indoor_01_11,4448
furniture_seating_indoor_01,12,ignore,,,furniture_seating_indoor_01_12,4449
furniture_seating_indoor_01,13,ignore,,,furniture_seating_indoor_01_13,4450
furniture_seating_indoor_01,14,ignore,,,furniture_seating_indoor_01_14,4451
furniture_seating_indoor_01,15,ignore,,,furniture_seating_indoor_01_15,4452
furniture_seating_indoor_01,16,ignore,,,furniture_seating_indoor_01_16,4453
furniture_seating_indoor_01,17,ignore,,,furniture_seating_indoor_01_17,4454
furniture_seating_indoor_01,18,ignore,,,furniture_seating_indoor_01_18,4455
furniture_seating_indoor_01,19,ignore,,,furniture_seating_indoor_01_19,4456
furniture_seating_indoor_01,20,ignore,,,furniture_seating_indoor_01_20,4458
furniture_seating_indoor_01,21,ignore,,,furniture_seating_indoor_01_21,4459
furniture_seating_indoor_01,22,ignore,,,furniture_seating_indoor_01_22,4460
furniture_seating_indoor_01,23,ignore,,,furniture_seating_indoor_01_23,4461
furniture_seating_indoor_01,24,ignore,,,furniture_seating_indoor_01_24,4462
furniture_seating_indoor_01,25,ignore,,,furniture_seating_indoor_01_25,4463
furniture_seating_indoor_01,26,ignore,,,furniture_seating_indoor_01_26,4464
furniture_seating_indoor_01,27,ignore,,,furniture_seating_indoor_01_27,4465
furniture_seating_indoor_01,28,ignore,,,furniture_seating_indoor_01_28,4466
furniture_seating_indoor_01,29,ignore,,,furniture_seating_indoor_01_29,4467
furniture_seating_indoor_01,30,ignore,,,furniture_seating_indoor_01_30,4469
furniture_seating_indoor_01,31,ignore,,,furniture_seating_indoor_01_31,4470
furniture_seating_indoor_01,32,ignore,,,furniture_seating_indoor_01_32,4471
furniture_seating_indoor_01,33,ignore,,,furniture_seating_indoor_01_33,4472
furniture_seating_indoor_01,34,ignore,,,furniture_seating_indoor_01_34,4473
furniture_seating_indoor_01,35,ignore,,,furniture_seating_indoor_01_35,4474
furniture_seating_indoor_01,36,ignore,,,furniture_seating_indoor_01_36,4475
furniture_seating_indoor_01,37,ignore,,,furniture_seating_indoor_01_37,4476
furniture_seating_indoor_01,38,ignore,,,furniture_seating_indoor_01_38,4477
furniture_seating_indoor_01,39,ignore,,,furniture_seating_indoor_01_39,4478
furniture_seating_indoor_01,40,ignore,,,furniture_seating_indoor_01_40,4480
furniture_seating_indoor_01,41,ignore,,,furniture_seating_indoor_01_41,4481
furniture_seating_indoor_01,42,ignore,,,furniture_seating_indoor_01_42,4482
furniture_seating_indoor_01,43,ignore,,,furniture_seating_indoor_01_43,4483
furniture_seating_indoor_01,44,ignore,,,furniture_seating_indoor_01_44,4484
furniture_seating_indoor_01,45,ignore,,,furniture_seating_indoor_01_45,4485
furniture_seating_indoor_01,46,ignore,,,furniture_seating_indoor_01_46,4486
furniture_seating_indoor_01,47,ignore,,,furniture_seating_indoor_01_47,4487
